source_id,nama_tps,wilayah,kecamatan,kelurahan,longitude,latitude,jenis_tps_public,capacity_proxy_ton_per_day,capacity_proxy_method,capacity_proxy_confidence,neraca_inbound_proxy_ton,neraca_outbound_proxy_ton,neraca_signals,is_official_capacity,source,source_url,quality_note
982,TPS PULAU PRAMUKA,KAB. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,-5.744695,106.61520666666667,TIPE 4,8.0,public_tps_type_proxy,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
2,Pool Gerobak Cempaka Putih Barat II,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,-6.174357,106.860763,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
3,DIPO Rawa Kerbau,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,-6.185234,106.873574,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
4,LPS Mardani Raya,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,-6.180833333,106.8605556,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
5,LPS Cempaka Putih Tengah XXXI,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,-6.180277778,106.8711111,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
6,LPS Cempaka Putih Tengah XXVII,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,-6.173888889,106.8722222,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
7,LPS Percetakan Negara IX RW 04,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,-6.188888889,106.8616667,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
8,LPS Mahkamah Agung,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,-6.181666667,106.8744444,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
9,Asrama Polisi,KOTA ADM. JAKARTA PUSAT,GAMBIR,CIDENG,-6.179444444,106.8125,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
10,Pool Gerobak RW.04 Gambir Buntu,KOTA ADM. JAKARTA PUSAT,GAMBIR,GAMBIR,-6.179166667,106.8338889,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
11,TPS RW 07 dan RW 08,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO UTARA,-6.1683619,106.8147294,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
12,Dipo Tanjung Selor,KOTA ADM. JAKARTA PUSAT,GAMBIR,CIDENG,-6.164166667,106.8013889,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
13,Dipo Tanah Abang 1,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,-6.171388889,106.8194444,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
14,Walikota Pusat,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,-6.173611111,106.82,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
15,Pool Gerobak RW.01 Pejambon,KOTA ADM. JAKARTA PUSAT,GAMBIR,GAMBIR,-6.175833333,106.8325,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
16,TPS JL.BATU,KOTA ADM. JAKARTA PUSAT,GAMBIR,GAMBIR,-6.179166667,106.8338889,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
17,Gang 09,KOTA ADM. JAKARTA PUSAT,GAMBIR,KEBON KELAPA,-6.160392,106.822839,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
18,RW 03 Petojo Selatan,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,-6.176666667,106.8155556,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
19,Gedung KONI,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,-6.171111111,106.8188889,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
20,DIPO Johar Baru,KOTA ADM. JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,-6.181666667,106.8558333,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
21,DIPO Kota Paris,KOTA ADM. JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,-6.178055556,106.8516667,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
22,LPS Pulo Gundul,KOTA ADM. JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,-6.180277778,106.8516667,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
23,Dipo Kran,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,-6.157991,106.84569,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
24,LPS RW 06 Kebon Kosong,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,-6.157119,106.854098,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
25,LPS Rusun Apron RW 10,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,-6.155555556,106.8527778,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
26,LPS RW 05 Cempaka Baru,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,-6.168161,106.867849,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
27,LPS RW 06 Cempaka Baru,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,-6.170833333,106.8611111,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
28,LPS RW 07 Cempaka Baru,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,-6.167777778,106.8622222,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
29,LPS Sudiro,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,-6.170555556,106.8655556,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
30,LPS Suprapto,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,-6.173888889,106.8561111,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
31,LPS Perunggu,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,-6.173611111,106.8522222,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
32,LPS Kalibaru Timur,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,-6.167777778,106.8488889,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
33,TPS Dakota Kemayoran,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,-6.153888889,106.8594444,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
34,LPS Kepu Selatan,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,-6.168333333,106.8433333,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
35,LPS Benda (Jali-Jali),KOTA ADM. JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,-6.164722222,106.8422222,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
221,LPS Kepu Timur,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,-6.164444444,106.8447222,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
222,LPS RW 02 Taman Pirus,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,-6.164722222,106.8675,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
223,LPS Kodam Raya,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,-6.165833333,106.8722222,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
224,LPS Ardala,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,-6.161944444,106.8541667,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
225,LPS Sengon,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,-6.162222222,106.8538889,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
226,LPS Gempol,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,-6.1625,106.8533333,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
227,Lintas Suprapto (Malam),KOTA ADM. JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,-6.173888889,106.8561111,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
228,Lintas Bungur,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,-6.162749,106.840366,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
229,TPS RSTA RW 10,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,-6.191666667,106.815,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
230,TPS RUSUN PETAMBURAN,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,-6.197777778,106.8080556,TIPE 4,8.0,public_tps_type_proxy,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
231,DIPO PAM,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,-6.204722222,106.8097222,,8.0,name_contains_depo_pool,low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
232,TPS RW 04 PETAMBURAN,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,-6.196111111,106.8088889,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
233,TPS RW 07 KARET TENGSIN,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,-6.204444444,106.8108333,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
234,TPS RSTA RW 11,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,-6.191944444,106.8186111,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
235,TPS RUSUN KEBON KACANG RW 11,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,-6.187777778,106.8222222,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
236,TPSS RW 07 Bendungan Hilir,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,-6.199166667,106.8108333,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
237,LPS KAMPUNG BALI 25,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,-6.188333333,106.8180556,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
238,LPS TAMAN KB. SIRIH 1,KOTA ADM. JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,-6.1825,106.8175,,1.0,default_minimal_tps_proxy,very_low,0.0,0.0,,false,SILIKA TPS + public TPS type + neraca vehicle fields; capacity is derived proxy,https://silika.jakarta.go.id/tps ; https://silika.jakarta.go.id/tps_neraca,"Derived capacity proxy, not official design capacity. Use for facility recommendation ranking, not legal capacity claim."
