periode_data,wilayah,kecamatan,kelurahan,nama_tps,jenis_tps,alamat
2023,"Jakarta Barat",Palmerah,Kemanggisan,"TPS RW  03","Tipe 4","Jl  Inspeksi Kali Grogol"
2023,"Jakarta Barat",Palmerah,Slipi,"TPS RW  01","Tipe 4","Jl  Aipda KS Tubun II"
2023,"Jakarta Barat",Palmerah,Slipi,"TPS RW  06","Tipe 4","Jl  KS Tubun III"
2023,"Jakarta Barat",Palmerah,"Kota Bambu Selatan","TPS RW  02","Tipe 4","Jl  Tali Raya"
2023,"Jakarta Barat",Palmerah,"Kota Bambu Selatan","TPS RW  09","Tipe 4","Jl  H  Saaman"
2023,"Jakarta Barat",Palmerah,"Kota Bambu Selatan","TPS RW  01","Tipe 4","Jl  KS  Tubun 4"
2023,"Jakarta Barat",Palmerah,"Kota Bambu Utara","TPS RW  03","Tipe 4","Jl  Bima"
2023,"Jakarta Barat",Palmerah,"Kota Bambu Utara","TPS RW  07","Tipe 4","Jl  Kamboja"
2023,"Jakarta Barat",Palmerah,Jatipulo,"TPS RW  09","Tipe 4","Jl  Semangka"
2023,"Jakarta Barat",Palmerah,Jatipulo,"TPS RW  10","Tipe 4","Jl  Banjir Kanal Barat"
2023,"Jakarta Barat",Tamansari,Glodok,"TPS RW  03","Tipe 4","Jl  Keadilan II RT  08 03"
2023,"Jakarta Barat",Tamansari,Glodok,"TPS RW  01","Tipe 4","Jl  Tokotiga Sebrang No  11 RT  001 RW  01"
2023,"Jakarta Barat",Tamansari,Glodok,"TPS RW  04","Tipe 4","Jl  Keadilan II No  34 RT  02 RW  04"
2023,"Jakarta Barat",Tamansari,Glodok,"TPS RW  05","Tipe 4","Jl  Keadilan 4 No  186"
2023,"Jakarta Barat",Tamansari,Keagungan,"TPS RW  01","Tipe 4","Jl  Keadilan 2 RW  01 Kel  Keagungan"
2023,"Jakarta Barat",Tamansari,Krukut,"TPS RW  01","Tipe 4","Jl  Kejayaan I"
2023,"Jakarta Barat",Tamansari,Krukut,"TPS RW  03","Tipe 4","Jl  Keutamaan Dalam"
2023,"Jakarta Barat",Tamansari,Krukut,"TPS RW  07","Tipe 4","Jl  Ketapang Utara"
2023,"Jakarta Barat",Tamansari,Krukut,"TPS RW  04","Tipe 4","Jl  Ketapang Utara VII"
2023,"Jakarta Barat",Tamansari,"Mangga Besar","TPS RW  04","Tipe 4","Jl  Mangga Besar V"
2023,"Jakarta Barat",Tamansari,"Mangga Besar","TPS RW  01","Tipe 4","Jl  Kokosan Jembatan Bociang"
2023,"Jakarta Barat",Tamansari,"Mangga Besar","TPS RW  02","Tipe 4","Jl  Mangga Besar V"
2023,"Jakarta Barat",Tamansari,"Mangga Besar","TPS RW  03","Tipe 4","Jl  Mangga Besar V"
2023,"Jakarta Barat",Tamansari,"Mangga Besar","TPS RW  06","Tipe 4","Jl  Raya Mangga Besar"
2023,"Jakarta Barat",Tamansari,Maphar,"TPS RW  06","Tipe 4","Jl  Tamansari 3"
2023,"Jakarta Barat",Tamansari,Maphar,"TPS RW  03","Tipe 4","Jl  Tamansari Raya"
2023,"Jakarta Barat",Tamansari,Maphar,"TPS RW  08","Tipe 4","Jl  Kebon Jeruk 16"
2023,"Jakarta Barat",Tamansari,Pinangsia,"TPS RW  02 Kota Indah","Tipe 4","Jl  Mangga Besar"
2023,"Jakarta Barat",Tamansari,Pinangsia,"TPS RW  05","Tipe 4","Jl  Pangeran Jayakarta"
2023,"Jakarta Barat",Tamansari,Pinangsia,"TPS RW  06","Tipe 4","Jl  Pintu Besar Selatan"
2023,"Jakarta Barat",Tamansari,Pinangsia,"TPS RW  04","Tipe 4","Jl  Mangga Dua Raya"
2023,"Jakarta Barat",Tamansari,Pinangsia,"TPS Rw  06 Asemka","Tipe 4","Jl  Kunir"
2023,"Jakarta Barat",Tamansari,Pinangsia,"TPS RW  07","Tipe 4","Jl  Cengkeh"
2023,"Jakarta Barat",Tamansari,Tamansari,"TPS RW  04","Tipe 4","Jl  Mangga Besar"
2023,"Jakarta Barat",Tamansari,Tamansari,"TPS Rw  06  07","Tipe 4","Jl  Tamansari Raya"
2023,"Jakarta Barat",Tamansari,Tamansari,"TPS RW  01","Tipe 4","Jl  Tamansari Raya"
2023,"Jakarta Barat",Tamansari,Tamansari,"TPS RW  03  2 3 5 7","Tipe 4","Jl  Mangga Besar 2 Kel  Tamansari"
2023,"Jakarta Barat",Tamansari,Tangki,"TPS RW  01","Tipe 4","Jl  Mangga Besar 12"
2023,"Jakarta Barat",Tamansari,Tangki,"TPS RW  01  Lokasari","Tipe 4","Jl  Mangga Besar 12"
2023,"Jakarta Barat",Tambora,Angke,"TPS Rumah Susun Angke","Tipe 4","Jl  Rumah Susun RW  11"
2023,"Jakarta Barat",Tambora,Angke,"TPS Padamulya","Tipe 4","Jl  Padamulya RW  08"
2023,"Jakarta Barat",Tambora,Angke,"TPS Pasar Ayam RW  01","Tipe 4","Pasar Ayam RW  01"
2023,"Jakarta Barat",Tambora,"Duri selatan","TPS Duri Selatan 7 RW  06","Tipe 4","Jl  Duri Selatan 7 RW  06"
2023,"Jakarta Barat",Tambora,"Duri selatan","TPS Duri Selatan RW  01","Tipe 4","Jl  KH  Moh  Mansyur"
2023,"Jakarta Barat",Tambora,"Duri selatan","TPS Duri Raya RW  04","Tipe 4","Jl  Duri Raya RW  04"
2023,"Jakarta Barat",Tambora,"Jembatan Besi","TPS Jembatan Besi RW  05 Segitiga Velbak","Tipe 4","Jl  Jembatan Besi RW  05 Segitiga Velbak"
2023,"Jakarta Barat",Tambora,"Jembatan Besi","TPS Duri Bangkit RW  07","Tipe 4","Jl  Duri Bangkit RW  07"
2023,"Jakarta Barat",Tambora,"Jembatan Besi","TPS Kali Item RW  01","Tipe 4","Kali Item RW  01"
2023,"Jakarta Barat",Tambora,"Jembatan Besi","TPS Kali Item RW  02","Tipe 4","Kali Item RW  02"
2023,"Jakarta Barat",Tambora,"Jembatan Besi","TPS Pasar Jembatan Besi","Tipe 4","Psr  Jembatan Besi"
2023,"Jakarta Barat",Tambora,"Jembatan Lima","TPS Gudang Bandung","Tipe 4","Jl  Gudang Bandung RW  07"
2023,"Jakarta Barat",Tambora,"Jembatan Lima","TPS Pasar Mitra","Tipe 4","Pasar Mitra"
2023,"Jakarta Barat",Tambora,"Jembatan Lima","TPS Pasar Buah","Tipe 4","Pasar Buah"
2023,"Jakarta Barat",Tambora,Kalianyar,"TPS BKB Kalianyar","Tipe 4","TPS BKB Kalianyar"
2023,"Jakarta Barat",Tambora,Pekojan,"TPS Pekojan","Tipe 4","Jl  Pejagalan Raya RW  10"
2023,"Jakarta Barat",Tambora,"Roa Malaka","TPS Jl  Kopi","Tipe 4","Jl  Kopi   Tiang Bendera"
2023,"Jakarta Barat",Tambora,"Roa Malaka","TPS Pasar Pagi   Kolong","Tipe 4","Jl  Perniagaan Barat RW  01 Pasar Pagi"
2023,"Jakarta Barat",Tambora,Tambora,"TPS RW  01 07","Tipe 4","Jalan Tambora VIII"
2023,"Jakarta Barat",Tambora,Tambora,"TPS Pasar Perniagaan","Tipe 4","Pasar Perniagaan"
2023,"Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Cempaka Putih Barat 2","Tipe 4","Jl  Cempaka Putih Barat 2"
2023,"Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Mardani Raya","Tipe 4","Jl  Mardani Raya"
2023,"Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Cempaka Putih Timur 04","Tipe 4","Jl  Cempaka Putih Timur"
2023,"Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Cempaka Putih Tengah 31","Tipe 4","Jl  Cempaka Putih Tengah 31"
2023,"Jakarta Pusat","Cempaka Putih",Rawasari,"Percetakan Negara 9","Tipe 4","Jl  Percetakan Negara IX"
2023,"Jakarta Pusat","Cempaka Putih",Rawasari,"Taman Pramuka","Tipe 4","Jl  Percetakan Negara 5"
2023,"Jakarta Pusat","Cempaka Putih",Rawasari,"Pramuka Jaya Sari","Tipe 4","Jl  Pramuka Jaya Sari"
2023,"Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","TPS MA  Mahkamah Agung","Tipe 4","Jl  Cempaka Putih Timur 25"
2023,"Jakarta Pusat",Gambir,Cideng,"TPS Asrama Polisi RW  09","Tipe 4","Jl  Cideng Barat"
2023,"Jakarta Pusat",Gambir,Cideng,"TPS Dinas Teknis","Tipe 4","Jl  Jati Baru"
2023,"Jakarta Pusat",Gambir,"Duri Pulo","TPS RW  012","Tipe 4","Jl  Setia Kawan RT  01"
2023,"Jakarta Pusat",Gambir,"Duri Pulo","TPS RW  09","Tipe 4","Jl  Setia Kawan Ujung RT  03"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS Jl  Batu","Tipe 4","Jl  Batu"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS Jl  Pejambon","Tipe 4","Jl  Pejambon"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS Lenggang Jakarta","Tipe 4","Taman Monas"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS Monas","Tipe 4",Monas
2023,"Jakarta Pusat",Gambir,Gambir,"TPS RW  04","Tipe 4","Jl  Gambir Buntu"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS KEMENKOMINFO","Tipe 4","Jl  Abdul Muis"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS Perhubungan","Tipe 4","Jl  Abdul Muis"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS RS   Budi Kemuliaan","Tipe 4","Jl  Budi Kemuliaan"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS Sekretaris Negara","Tipe 4","Jl  Medan Merdeka Utara"
2023,"Jakarta Pusat",Gambir,"Kebon Kelapa","TPS Sukarjo Wiryopranoto","Tipe 4","Jl  Sukarjo Wiryopranoto"
2023,"Jakarta Pusat",Gambir,"Petojo Selatan","TPS Jatibaru","Tipe 4","Jl  Jatibaru"
2023,"Jakarta Pusat",Gambir,"Petojo Selatan","TPS Tanah Abang 3","Tipe 4","Jl  Tanah Abang 3"
2023,"Jakarta Pusat",Gambir,"Petojo Utara","TPS RW  07 DAN 08","Tipe 4","Jl  Binatu 1"
2023,"Jakarta Pusat","Johar Baru",Galur,"TPS Gembrong","Tipe 4","Jl  Rawa Selatan I"
2023,"Jakarta Pusat","Johar Baru","Tanah Tinggi","TPS Kota Paris","Tipe 4","Jl  Pulogundul"
2023,"Jakarta Pusat",Kemayoran,"Cempaka Baru","TPS Jl  PAM RW  08","Tipe 4","Jl  Pam RW  08 Cempaka Baru"
2023,"Jakarta Pusat",Kemayoran,"Cempaka Baru","TPS RW  05 Cempaka Baru","Tipe 4","Jl  Sumur Batu Raya"
2023,"Jakarta Pusat",Kemayoran,"Cempaka Baru","TPS RW  06 Kel  Cempaka Baru","Tipe 4","Jl  Cempaka Baru Tengah"
2023,"Jakarta Pusat",Kemayoran,"Cempaka Baru","TPS RW  07 Kel  Cempaka Baru","Tipe 4","Jl  Cempaka Baru III"
2023,"Jakarta Pusat",Kemayoran,"Cempaka Baru","TPS Jl  Sudiro","Tipe 4","Jl  Sudiro"
2023,"Jakarta Pusat",Kemayoran,"Cempaka Baru","TPS RW  02 Cempaka Baru","Tipe 4","Jl  Letjend Suprapto"
2023,"Jakarta Pusat",Kemayoran,"Gunung Sahari Selatan","TPS Jl  Bangau","Tipe 4","Jl  Bangau II"
2023,"Jakarta Pusat",Kemayoran,Kemayoran,"TPS Jl  Kepu Selatan","Tipe 4","Jl  Kepu Selatan RW  03"
2023,"Jakarta Pusat",Kemayoran,Kemayoran,"TPS Jl  Benda","Tipe 4","Jl  Benda Timur"
2023,"Jakarta Pusat",Kemayoran,Kemayoran,"TPS Jl  Kepu Timur","Tipe 4","Jl  Kepu Timur"
2023,"Jakarta Pusat",Kemayoran,"Sumur Batu","TPS RW  02 Pirus","Tipe 4","Jl  Mutiara"
2023,"Jakarta Pusat",Kemayoran,"Sumur Batu","TPS Zamrud","Tipe 4","Jl  Zamrud Raya"
2023,"Jakarta Pusat",Kemayoran,"Sumur Batu","TPS Jl  Berlian","Tipe 4","Jl  Berlian Raya"
2023,"Jakarta Pusat",Kemayoran,"Sumur Batu","TPS Jl  KODAM","Tipe 4","Jl  Kodam Raya"
2023,"Jakarta Pusat",Kemayoran,"Utan Panjang","TPS Ardala  Gembreng","Tipe 4","Jl  Utan Panjang Timur RW  02"
2023,"Jakarta Pusat",Kemayoran,"Harapan Mulya","TPS Pasar Cempaka Sari","Tipe 4","Jl  Cempaka Sari III"
2023,"Jakarta Pusat",Kemayoran,"Kebon Kosong","TPS Gempol","Tipe 4","Jl  Kemayoran Gempol"
2023,"Jakarta Pusat",Kemayoran,"Kebon Kosong","TPS Kemayoran Gempol","Tipe 4","Jl  Kemayoran Gempol"
2023,"Jakarta Pusat",Kemayoran,Serdang,"TPS Pasar Serdang","Tipe 4","Jl  Serdang III"
2023,"Jakarta Pusat",Kemayoran,"Sumur Batu","TPS Pasar Sumur Batu","Tipe 4","Jl  Sumur Batu Raya"
2023,"Jakarta Pusat",Menteng,Cikini,"TPS RW  03 Cikini","Tipe 4","Jl  Raden Saleh II"
2023,"Jakarta Barat",Kalideres,Kalideres,"TPS RW  08","Tipe 4","Jl  Buaran Citra 1"
2023,"Jakarta Barat",Kalideres,Kalideres,"TPS RW  11","Tipe 4","Jl  Bulak Teko"
2023,"Jakarta Barat",Kalideres,Kalideres,"TPS RW  13","Tipe 4","Jl  Gombol Paya"
2023,"Jakarta Barat",Kalideres,Kalideres,"TPS RW  14","Tipe 4","Komplek Kalideres Permai"
2023,"Jakarta Barat",Kalideres,Semanan,"TPS RW  01","Tipe 4","Jl  Komp Duri"
2023,"Jakarta Barat",Kalideres,Semanan,"TPS RW  08","Tipe 4","Jl  Sikas Perum Durio Kosambi"
2023,"Jakarta Barat",Kalideres,Semanan,"TPS RW  09","Tipe 4","Jl  Kampung Gaga"
2023,"Jakarta Barat","Kebon Jeruk","Kelapa Dua","TPS RW  02 Jl  Panjang Arteri Kelapa Dua","Tipe 4","Jl  Panjang Arteri Kelapa Dua"
2023,"Jakarta Barat","Kebon Jeruk","Kelapa Dua","TPS RW  06 Pinggir Kali Pesangrahan Kelapa Dua","Tipe 4","Jl  Mayang Blok I No  1 Kelapa Dua n"
2023,"Jakarta Barat","Kebon Jeruk","Kelapa Dua","TPS RW  07 Vila Kelapa Dua","Tipe 4","Jl  Pos Pengumben Kelurahan Kelapa Dua"
2023,"Jakarta Barat","Kebon Jeruk","Kelapa Dua","TPS RW  05 Perumahan Pertambangan","Tipe 4","Jl  Pos Pengumben Kelurahan Kelapa Dua"
2023,"Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","TPS RW  01 Peruri Sukabumi Selatan","Tipe 4","Jl  KPBD RW  01 Kel  Sukabumi Selatan"
2023,"Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","TPS RW  03 Perumahan Bulog","Tipe 4","Jl  Raya Pos Pengumben"
2023,"Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","TPS RW  05 Pahlawan Jl  Pahlawan","Tipe 4","Jl  Pos Pengumben Lama No  1 Sukabumi Selatan"
2023,"Jakarta Barat","Kebon Jeruk","Kebon Jeruk","TPS RW  02 Komplek DPR","Tipe 4","Jl  Komplek DPR Kelurahan Kebon Jeruk"
2023,"Jakarta Barat","Kebon Jeruk","Kebon Jeruk","TPS RW  010 Jl  Lapangan Bola","Tipe 4","Jl  Lapangan Bola No  1 Kebon Jeruk n"
2023,"Jakarta Barat","Kebon Jeruk","Kebon Jeruk","TPS RW  07 Perumahan Kedoya Permai","Tipe 4","Jl  Prisma I  Kebon Jeruk"
2023,"Jakarta Barat","Kebon Jeruk","Kebon Jeruk","TPS RW  011 Perumahan BPK III","Tipe 4","Jl  Raya Kebon Jeruk Kelurahan Kebon Jeruk"
2023,"Jakarta Barat","Kebon Jeruk","Duri Kepa","TPS RW  03 Greenvile Duri Kepa","Tipe 4","Jl  Raya Green Vile Kelurahan Duri Kepa"
2023,"Jakarta Barat","Kebon Jeruk","Duri Kepa","TPS RW  02 Jl  Patra Raya","Tipe 4","Jl  Patra Raya Duri Kepa"
2023,"Jakarta Barat","Kebon Jeruk","Duri Kepa","TPS RW  013 Kali Sekretaris","Tipe 4","Jl  Kali Sekretaris   Duri Kepa  Kebon Jeruk  Jakarta Barat"
2023,"Jakarta Barat","Kebon Jeruk","Duri Kepa","TPS RW  014 Duri Kepa","Tipe 4","Jl  Komp  Graha Indah Green Ville"
2023,"Jakarta Barat","Kebon Jeruk","Duri Kepa","TPS RW  010 Duri Kepa","Tipe 4","Jl  Mangga 17  Duri Kepa"
2023,"Jakarta Barat","Kebon Jeruk","Duri Kepa","TPS RW  013 Sungai Yordan Duri Kepa","Tipe 4","Jl  Taman Ratu Kelurahan Duri Kepa"
2023,"Jakarta Barat","Kebon Jeruk","Duri Kepa","TPS RW  07 Duri Kepa","Tipe 4","Jl  Liam  Duri Kepa"
2023,"Jakarta Barat","Kebon Jeruk","Sukabumi Utara","TPS RW  04 Hankam","Tipe 4","Komp  Hankam RT  02 RW  04  Kebon Jeruk"
2023,"Jakarta Barat","Kebon Jeruk","Sukabumi Utara","TPS RW  03 Rawa Belong","Tipe 4","Jl  Sulaiman"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Utara","TPS RW  01 Kali Sekretaris  Bohlam","Tipe 4","Jl  Daan Mogot RW  01 Kedoya Utara  Kebon Jeruk"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Utara","TPS RW  07 Jl  Kedoya Raya","Tipe 4","Jl  Kedoya Raya  Kedoya Utara  Kebon Jeruk"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Utara","TPS RW  03 Green Garden","Tipe 4","Jl  Kp  Solo  Green Garden Kedoya Utara"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Utara","TPS RW  04 Green Garden","Tipe 4","Jl  Green Garden RT  02 RW  04 Kedoya Utara"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Utara","TPS RW  05 Sunrise Garden","Tipe 4","Jl  Kp Solo  Green Garden"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Utara","TPS RW  02 Rel Kereta Api Pesing","Tipe 4","Jl  Pesing Koneng RT  011 RW  02 Kedoya Utara"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Utara","TPS RW  01 Jembatan Pasar Pesing","Tipe 4","Jl  Kedoya Raya  Kedoya Utara"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Selatan","TPS RW  03 Kedoya Selatan","Tipe 4","Jl  Pilar RW  03 Kedoya Selatan"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Selatan","TPS RW  04 Perum Taman Kedoya Baru","Tipe 4","Perumahan Kedoya Elok RT  018 RW  04  Kedoya Selatan"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Selatan","TPS RW  01 Perumahan Depag","Tipe 4","Jl  Kedoya Duri Raya  RW  01 Kedoya Selatan"
2023,"Jakarta Barat","Kebon Jeruk","Kedoya Selatan","TPS Jl  Adhi Karya RW  05","Tipe 4","Jl  Adhikarya I RT  07 RW  05 Kedoya Selatan  Kebon Jeruk"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"PP Kel  Gedong","Tipe 2","Jl  TB Simatupang Rw 011 Kel  Gedong"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"Samping POM Rw 11 Kel  Gedong","Tipe 2","Jl  TB Simatupang Rt 07 Rw 011 Kel Gedong"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Mess DKM Kel  Pekayon","Tipe 2","Jl  Kopi Rw 03 Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Komplek Lapan Kel  Pekayon","Tipe 2","Jl  Raya Lapan Gg  Indah RW 9  Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Komplek Telsa Lapan Kel  Pekayon","Tipe 2","Jl  Pendidikan Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Kantor Lapan Kel  Pekayon","Tipe 2","Jl  Lapan Rw 09 Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Jl  Buah Kel Pekayon","Tipe 2","Jl  Buah Rw 04 Pekayon"
2023,"Jakarta Timur",Pulogadung,"Kayu Putih","TPS Pasar Ampera","Tipe 2","Jl  Drompol No 4 RT  4 RW  17"
2023,"Jakarta Timur",Pulogadung,"Pisangan Lama","TPS RW  06","Tipe 2","Jl  Achmad Yani"
2023,"Jakarta Timur",Pulogadung,Pulogadung,"TPS RW  007 Pulogadung","Tipe 2","Jl  Kayu Putih Tengah RW  07"
2023,"Jakarta Timur",Pulogadung,"Pisangan Timur","TPS RW  06","Tipe 2","Jl  Perumahan Golf"
2023,"Jakarta Timur",Pulogadung,"Jatinegara Kaum","TPS RW  06","Tipe 2","Jl  Bekasi Timur RT  05 RW  06"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS RW  04 Rorotan","Tipe 2","Jl  Rorotan II No 8"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS RW  14 Rorotan","Tipe 2","Rusun Rorotan"
2023,"Jakarta Utara",Cilincing,"Semper Barat","TPS RW  03 Semper Barat","Tipe 2","Jl  Rusun Kebersihan  No  24 RW  03"
2023,"Jakarta Utara",Cilincing,"Semper Barat","TPS RW  02 Semper Barat","Tipe 2","Jl  Sena 1 RW  02 Komplek Yon Air"
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS RW  05 Semper Timur","Tipe 2","Jl  Kebantenan I RT  10 RW  05"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS RW  09 Sukapura","Tipe 2","Bak Container"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS RW  12 Sukapura","Tipe 2","Bak Container"
2023,"Jakarta Utara",Cilincing,Sukapura,"TPS Pasar Sukapura","Tipe 2","Bak Container"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS RW  002","Tipe 2","Jl  Boulevard Timur"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS Pasar Tradisional","Tipe 2","Jl  Hibrida Timur"
2023,"Jakarta Utara","Kelapa Gading","Pegangsaan Dua","TPS RW  017","Tipe 2","Jl  Nias 9"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Barat","TPS RW  003","Tipe 2","Jl  Bukit Gading Raya"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Barat","TPS RW  011","Tipe 2","Jl  Janur Elok IV"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Barat","TPS RW  017","Tipe 2","Jl  Hibrida"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Barat","TPS RW  008","Tipe 2","Jl  Gading Kirana"
2023,"Jakarta Utara","Kelapa Gading","Kelapa Gading Barat","TPS Pasar Pedongkelan","Tipe 2","Jl  Inspeksi Kali Sunter"
2023,"Jakarta Utara",Koja,Koja,"TPS Mbah Priok","Tipe 2","Jl  Raya Pelabuhan"
2023,"Jakarta Utara",Koja,Koja,"TPS TPK Koja","Tipe 2","Jl  Digul"
2023,"Jakarta Utara",Koja,Koja,"TPS Rumah Susun Sindang","Tipe 2","Jl  Inspeksi Kali Sunter"
2023,"Jakarta Utara",Koja,Koja,"TPS Pasar Sindang","Tipe 2","Jl  Sindang"
2023,"Jakarta Utara",Koja,Koja,"TPS Rumah Sakit Koja","Tipe 2","Jl  Deli No  7"
2023,"Jakarta Utara",Koja,"Tugu Selatan","TPS RW  01","Tipe 2","Jl  Kali Betik"
2023,"Jakarta Utara",Koja,"Rawa Badak Selatan","TPS Pasar Walang","Tipe 2",null
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  14 Kel  Pademangan Barat","Tipe 2","Jl  Pademangan 1 No 13 RW  14 Kel  Pademangan Barat"
2023,"Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  01 Kel  Pademangan Barat","Tipe 2","Jl  Pademangan 1 RW  01 Kel  Pademangan Barat"
2023,"Jakarta Utara",Penjaringan,Penjaringan,"TPS RW  05 Kel Penjaringan","Tipe 2","Jl  Ekor Kuning RW  05 Kel Penjaringan"
2023,"Jakarta Utara",Penjaringan,Penjaringan,"TPS Rusun RW  06 Penjaringan","Tipe 2","Jl  Tanjung wangi"
2023,"Jakarta Utara",Penjaringan,Pejagalan,"TPS Ps  Teluk Gong","Tipe 2","Jl  Teluk Gong Raya"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS RW  013","Tipe 2","Jl  Pluit Karang Barat RW  013 dan Rusun Penjaringan RW  06 Penjaringan"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS Pasar  Muara Angke","Tipe 2","Jl  Muara Angke  Ps  Muara Angke"
2023,"Jakarta Utara",Penjaringan,Pluit,"TPS Pasar Muara Karang","Tipe 2","Jl  Niaga II Muara karang"
2023,"Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  02","Tipe 2","Jl  Duta Harapan Indah RW  02"
2023,"Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS A11","Tipe 2","Jalan Bahari 7 RW  14"
2023,"Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS A2","Tipe 2","Jl  Kp  Bahari RW  012"
2023,"Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS Transito A2","Tipe 2","Kp  Bahari RW  012"
2023,"Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS Terminal Bus Tanjung Priok","Tipe 2","Terminal Bus Tanjung Priok"
2023,"Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS Stasiun Tanjung Priok","Tipe 2","Statsiun Tanjung Priok"
2023,"Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS KOLINLAMIL","Tipe 2","KOLINLAMIL Tanjung Priok"
2023,"Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS DIT POL AIR","Tipe 2","Jl  RE  Marthadinata"
2023,"Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS Pasar Anyar Bahari","Tipe 2","Jl  Tenggiri Raya"
2023,"Jakarta Utara","Tanjung Priok",Papanggo,"TPS Transito","Tipe 2","RW  004"
2023,"Jakarta Utara","Tanjung Priok","Sungai Bambu","TPS Pasar Pelita","Tipe 2","Jl  Jati RW  006"
2023,"Jakarta Utara","Tanjung Priok",Warakas,"TPS Pasar Warakas 1","Tipe 2","Jl  Raya Warakas I"
2023,"Jakarta Utara","Tanjung Priok","Kebon Bawang","TPS GRJU Jl  L Yos Sudarso","Tipe 2","GRJU Jl  Yos Sudarso"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS Sunter Icon","Tipe 2","Jl  Ancol Selatan RW  002"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS Graha Sunter Pratama","Tipe 2","Perumahan GSP RW  002"
2023,"Jakarta Utara","Tanjung Priok","Sunter Agung","TPS DKI","Tipe 2","Jl  Sunter Karya Selatan V"
2023,"Jakarta Barat","Grogol Petamburan",Jelambar,"TPS Kembar","Tipe 3","Jl  Jelambar No  11"
2023,"Jakarta Pusat",Gambir,"Duri Pulo","TPS RW  07 DAN 08","Tipe 3","Jl  Subur Baru"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS Kantor DPRD","Tipe 3","Jl  Kebon Sirih Raya"
2023,"Jakarta Pusat",Gambir,"Petojo Selatan","TPS Pasar Thomas","Tipe 3","Jl  Tanah Abang V"
2023,"Jakarta Selatan",Jagakarsa,"Lenteng Agung","TPS Asrama Lenteng Agung","Tipe 3","Jalan Camat Gabun  Asrama Suku Dinas Lingkungan Hidup Kota Adm  Jakarta Selatan"
